0,856
1,832
2,812
3,792
4,780
5,760
6,736
7,720
8,704
9,688
10,668
11,648
12,632
13,616
14,600
15,588
16,572
17,560
18,548
19,536
20,524
21,512
22,500
23,488
24,480
25,472
26,460
27,444
28,432
29,420
30,400
31,392
32,388
33,380
34,372
35,364
36,356
37,352
38,344
39,340
40,336
41,332
42,324
43,312
44,312
45,304
46,304
47,292
48,288
49,280
50,276
51,272
52,268
53,264
54,264
55,260
56,260
57,260
58,256
59,256
60,252
61,248
62,244
63,236
64,232
65,232
66,228
67,228
68,228
69,228
70,228
71,224
72,220
73,220
74,216
75,216
76,212
77,204
78,204
79,200
80,200
81,200
82,200
83,200
84,196
85,192
86,192
87,192
88,188
89,188
90,184
91,184
92,184
93,184
94,184
95,184
96,184
97,184
98,184
99,184
100,184
101,184
102,184
103,184
104,184
105,184
106,184
107,184
108,180
109,176
110,176
111,176
112,176
113,176
114,172
115,172
116,172
117,168
118,168
119,168
120,168
121,164
122,164
123,164
124,164
125,164
126,164
127,164
128,160
129,160
130,160
131,160
132,160
133,160
134,160
135,152
136,148
137,144
138,144
139,144
140,144
141,144
142,144
143,144
144,140
145,140
146,140
147,140
148,140
149,140
150,140
151,140
152,140
153,140
154,136
155,136
156,136
157,136
158,128
159,128
160,128
161,128
162,124
163,124
164,120
165,120
166,120
167,120
168,120
169,120
170,120
171,120
172,120
173,116
174,116
175,112
176,104
177,100
178,100
179,100
180,100
181,100
182,100
183,100
184,88
185,80
186,80
187,80
188,80
189,76
190,68
191,68
192,68
193,68
194,68
195,68
196,68
197,64
198,64
199,64
200,64
201,64
202,60
203,60
204,60
205,60
206,60
207,60
208,60
209,60
210,60
211,60
212,60
213,52
214,52
215,52
216,52
217,52
218,52
219,52
220,36
221,32
222,32
223,32
224,32
225,32
226,32
227,32
228,32
229,32
230,32
231,32
232,32
233,32
234,32
235,32
236,32
237,32
238,32
239,32
240,32
241,32
242,32
243,32
244,32
245,32
246,32
247,32
248,32
249,32
250,32
251,32
252,32
253,32
254,32
255,32
256,32
257,32
258,32
259,32
260,32
261,32
262,32
263,32
264,32
265,32
266,32
267,32
268,32
269,32
270,32
271,32
272,32
273,32
274,24
275,24
276,24
277,24
278,24
279,24
280,24
281,24
282,24
283,24
284,24
285,24
286,24
287,24
288,24
289,24
290,24
291,24
292,24
293,24
294,24
295,24
296,24
297,24
298,24
299,24
300,24
301,24
302,24
303,24
304,24
305,24
306,24
307,24
308,24
309,24
310,24
311,16
312,16
313,16
314,16
315,16
316,16
317,16
318,16
319,16
320,16
321,16
322,16
323,16
324,16
325,16
326,16
327,16
328,16
329,16
330,16
331,16
332,16
333,16
334,16
335,16
336,16
337,16
338,16
339,16
340,16
341,16
342,16
343,16
344,16
345,16
346,16
347,16
348,16
349,16
350,16
351,16
352,16
353,16
354,16
355,16
356,16
357,16
358,16
359,16
360,16
361,16
362,16
363,16
364,16
365,16
366,16
367,16
368,16
369,16
370,16
371,16
372,16
373,16
374,16
375,16
376,16
377,16
378,16
379,16
380,16
381,16
382,16
383,16
384,16
385,16
386,16
387,16
388,16
389,16
390,16
391,16
392,16
393,16
394,16
395,16
396,16
397,16
398,16
399,16
400,16
401,16
402,16
403,16
404,16
405,16
406,16
407,16
408,16
409,16
410,16
411,16
412,16
413,16
414,16
415,16
416,16
417,16
418,16
419,16
420,16
421,16
422,16
423,16
424,16
425,16
426,16
427,16
428,16
429,16
430,16
431,16
432,16
433,16
434,16
435,16
436,16
437,16
438,16
439,16
440,16
441,16
442,16
443,16
444,16
445,16
446,16
447,16
448,16
449,16
450,16
451,16
452,16
453,16
454,16
455,8
456,8
457,8
458,8
459,8
460,8
461,8
462,8
463,8
464,8
465,8
466,8
467,8
468,8
469,8
470,8
471,8
472,8
473,8
474,8
475,8
476,8
477,8
478,8
480,0
