10,1,6.01
20,1,13.47
30,1,21.56
40,1,31
50,1,53.01
60,0.99,119.11
70,0.979797,247.82828282828282
80,0.908256880733945,409.01587155963304
90,0.745283019,763.179245
100,0.28,1234.45
110,0.06, 1366.16
120,0.01,1382.88
130,0,1386
140,0,1386
150,0,1386
160,0,1386
170,0,1386
180,0,1386
190,0,1386
200,0,1386
210,0,1386
220,0,1386
230,0,1386
240,0,1386
250,0,1386
